Index,Content
14-16,"(1) Ved industriell virksomhet og ved handels- og kontorvirksomhet, som sysselsetter mer enn 10 arbeidstakere, skal det for de arbeidstakere som ikke har en ledende eller kontrollerende stilling, være arbeidsreglement. Departementet kan bestemme at arbeidsreglement skal utarbeides i andre virksomheter for andre arbeidstakere enn nevnt foran. Reglementet skal inneholde de ordensregler som trengs og regler for arbeidsordningen. Reglementet må ikke inneholde bestemmelser som er i strid med loven. (2) I arbeidsreglementet kan ikke fastsettes bøter for forseelser mot reglementet. Ved virksomhet som ikke kommer inn under første ledd kan det fastsettes arbeidsreglement. §§ 14-17 til 14-20 skal i tilfelle gjelde tilsvarende. "
14-17,"(1) Ved virksomhet som er bundet av tariffavtale, kan arbeidsgiveren og arbeidstakernes tillitsvalgte fastsette arbeidsreglement ved skriftlig avtale. Er avtalen bindende for et flertall av arbeidstakerne, kan arbeidsgiveren gjøre reglementet gjeldende for alle arbeidstakere innenfor de arbeidsområder avtalen gjelder for. (2) Når ikke bestemmelsene i første ledd får anvendelse, må arbeidsreglementet for å bli gyldig, godkjennes av Arbeidstilsynet. Utkast til reglement skal utarbeides av arbeidsgiveren som skal forhandle med representanter for arbeidstakerne om reglementets bestemmelser. Er virksomheten bundet av tariffavtale, skal arbeidsgiveren forhandle med arbeidstakernes tillitsvalgte. Ellers skal arbeidstakerne velge fem representanter som arbeidsgiveren skal forhandle med. Setter arbeidstakernes representanter fram avvikende forslag til reglement, skal dette vedlegges når arbeidsgiveren sender inn utkastet til godkjenning. Unnlater arbeidstakernes representanter å forhandle om reglementet, skal arbeidsgiveren opplyse om dette når utkastet sendes inn til godkjenning. (3) Reglementet skal slås opp på ett eller flere iøynefallende steder i virksomheten og deles ut til hver arbeidstaker som reglementet gjelder for. Endret ved lov 15 des 2006 nr. 69 (ikr. 1 jan 2007 iflg. res. 15 des 2006 nr. 1406). "
14-18,Arbeidsgiveren skal ta initiativ til å få fastsatt reglement ved avtale etter § 14-17 første ledd eller sørge for å utarbeide utkast etter § 14-17 andre ledd så snart som mulig. Reglementsutkast etter § 14-17 andre ledd skal sendes Arbeidstilsynet senest tre måneder etter at virksomheten er satt i gang. Endret ved lov 15 des 2006 nr. 69 (ikr. 1 jan 2007 iflg. res. 15 des 2006 nr. 1406). 
14-19,"(1) Arbeidsreglementet er bare gyldig når det er istandbrakt på lovlig måte og når det ikke inneholder bestemmelser som strider mot loven. (2) Dersom utkast etter § 14-17 andre ledd inneholder bestemmelser som strider mot loven eller er ubillige overfor arbeidstakerne, eller dersom utkastet ikke er istandbrakt på lovlig måte, skal Arbeidstilsynet nekte å godkjenne det. (3) Dersom et reglement fastsatt ved avtale etter § 14-17 første ledd inneholder bestemmelser som strider mot loven, skal Arbeidstilsynet gjøre partene i avtalen oppmerksom på dette, og påse at bestemmelsene blir rettet. Endret ved lov 15 des 2006 nr. 69 (ikr. 1 jan 2007 iflg. res. 15 des 2006 nr. 1406). "
14-20,Reglene i §§ 14-16 til 14-19 gjelder tilsvarende når det skal gjøres endring i eller tillegg til arbeidsreglement. Overskriften tilføyd ved lov 18 des 2015 nr. 104 (ikr. 1 jan 2016 iflg. res. 18 des 2015 nr. 1578). 
14 A-1,"(1) Med konkurranseklausul menes i dette kapittel avtale mellom arbeidsgiver og arbeidstaker som begrenser arbeidstakers adgang til å tiltre stilling hos en annen arbeidsgiver eller starte, drive eller delta i annen virksomhet etter arbeidsforholdets opphør. (2) En konkurranseklausul kan bare gjøres gjeldende så langt det er nødvendig for å ivareta arbeidsgivers særlige behov for vern mot konkurranse. Klausulen kan ikke i noe tilfelle gjøres gjeldende lenger enn ett år fra opphør av arbeidsforholdet. (3) Konkurranseklausul må inngås skriftlig for å være gyldig. (4) En konkurranseklausul kan ikke gjøres gjeldende ved oppsigelse fra arbeidsgiver, med mindre oppsigelsen er saklig begrunnet i arbeidstakers forhold. Det samme gjelder dersom arbeidsgiver på grunn av mislighold av forpliktelser i arbeidsforholdet har gitt arbeidstaker rimelig grunn til å avslutte arbeidsforholdet. (5) Arbeidsgiver kan på ethvert tidspunkt mens arbeidsforholdet består, skriftlig si opp en konkurranseklausul. Oppsigelse kan likevel ikke skje i den perioden arbeidsgiver er bundet av redegjørelse etter § 14 A-2 femte ledd. Etter arbeidsforholdets opphør kan arbeidsgiver og arbeidstaker inngå skriftlig avtale om at en konkurranseklausul ikke lenger skal gjelde. (6) En konkurranseklausul faller bort dersom kravet til redegjørelse etter § 14 A-2 ikke blir oppfylt. "
14 A-2,"(1) Ved skriftlig forespørsel fra arbeidstaker skal arbeidsgiver innen fire uker gi en skriftlig redegjørelse for om og i hvilken grad en konkurranseklausul vil bli gjort gjeldende. Arbeidsgivers særlige behov for vern mot konkurranse skal i tilfelle fremgå av redegjørelsen. (2) Dersom arbeidstakeren sier opp, og det ikke allerede foreligger en bindende redegjørelse, skal oppsigelsen ha samme virkning som en skriftlig forespørsel etter første ledd. (3) Dersom arbeidsgiveren sier opp arbeidstakeren, og det ikke allerede foreligger en bindende redegjørelse, skal det gis redegjørelse samtidig med oppsigelsen. (4) Dersom arbeidsgiveren avskjediger arbeidstakeren, og det ikke allerede foreligger en bindende redegjørelse, skal det gis redegjørelse innen en uke etter avskjeden. (5) Redegjørelse etter denne paragrafen er bindende for arbeidsgiver i tre måneder. Ved oppsigelse er redegjørelsen uansett bindende ut oppsigelsestiden. "
14 A-3,"(1) Dersom en konkurranseklausul gjøres gjeldende, skal arbeidsgiver betale arbeidstakeren kompensasjon tilsvarende 100 prosent av arbeidstakerens arbeidsvederlag opp til 8 G, og deretter minst 70 prosent av arbeidstakerens arbeidsvederlag over 8 G. Kompensasjonen beregnes på grunnlag av opptjent arbeidsvederlag de siste 12 månedene før oppsigelses- eller avskjedstidspunktet. Kompensasjonen kan begrenses til 12 ganger folketrygdens grunnbeløp. (2) Det kan gjøres fradrag med inntil halvparten av kompensasjonen for arbeidsvederlag eller arbeidsinntekt som arbeidstaker mottar eller opptjener i perioden konkurranseklausulen har virkning. (3) Arbeidsgiver kan kreve at arbeidstaker opplyser om arbeidsvederlag eller arbeidsinntekter i perioden. Dersom arbeidstaker ikke etterkommer kravet, kan arbeidsgiver holde tilbake kompensasjon inntil opplysningene legges fram. "
14 A-4,(1) Med kundeklausul menes i dette kapittel avtale mellom arbeidsgiver og arbeidstaker som begrenser arbeidstakers adgang til å kontakte arbeidsgivers kunder etter arbeidsforholdets opphør. (2) En kundeklausul kan bare omfatte kunder som arbeidstaker har hatt kontakt med eller ansvar for det siste året før redegjørelse som nevnt i tredje ledd. Klausulen kan ikke i noe tilfelle gjøres gjeldende lenger enn ett år fra opphør av arbeidsforholdet. § 14 A-1 tredje til sjette ledd gjelder tilsvarende. (3) Ved skriftlig forespørsel fra arbeidstaker skal arbeidsgiver innen fire uker gi en skriftlig redegjørelse for om og i hvilken grad en kundeklausul vil bli gjort gjeldende. Redegjørelsen skal i tilfelle angi hvilke kunder som skal omfattes av kundeklausulen. § 14 A-2 andre til femte ledd gjelder tilsvarende. 
14 A-5,Reglene om konkurranse- og kundeklausuler i dette kapittel gjelder ikke for virksomhetens øverste leder dersom vedkommende i skriftlig avtale har sagt fra seg slike rettigheter mot etterlønn før fratreden. 
14 A-6,"(1) Med rekrutteringsklausul menes i dette kapittel avtale mellom arbeidsgiver og andre virksomheter som hindrer eller begrenser arbeidstakers muligheter til å ta ansettelse i annen virksomhet. (2) Arbeidsgiver kan ikke inngå rekrutteringsklausul. En rekrutteringsklausul kan likevel inngås ved forhandlinger om virksomhetsoverdragelse, og gjøres gjeldende under forhandlingene og i inntil seks måneder etter at forhandlingene er avsluttet, dersom disse ikke fører frem. En rekrutteringsklausul kan også inngås fra tidspunktet for virksomhetsoverdragelsen og gjøres gjeldende i inntil seks måneder, dersom arbeidsgiver skriftlig har informert alle berørte arbeidstakere. "
15-1,"Før arbeidsgiver fatter beslutning om oppsigelse, skal spørsmålet så langt det er praktisk mulig drøftes med arbeidstaker og med arbeidstakers tillitsvalgte, med mindre arbeidstaker selv ikke ønsker det. Både grunnlaget for oppsigelsen og eventuell utvelgelse mellom flere ansatte av hvem som skal sies opp, skal drøftes. Endret ved lov 19 juni 2009 nr. 39 (ikr. 1 jan 2010 iflg. res. 19 juni 2009 nr. 822). "
15-2,"(1) Med masseoppsigelser menes oppsigelser som foretas overfor minst 10 arbeidstakere innenfor et tidsrom på 30 dager, uten at oppsigelsene er begrunnet i de enkelte arbeidstakeres forhold. Andre former for opphør av arbeidskontrakter som ikke er begrunnet i de enkelte arbeidstakeres forhold, skal tas med i beregningen såfremt minst fem sies opp. (2) Arbeidsgiver som vurderer å gå til masseoppsigelser, skal så tidlig som mulig innlede drøftinger med arbeidstakernes tillitsvalgte med sikte på å komme fram til en avtale for å unngå masseoppsigelser eller for å redusere antall oppsagte. Vurderer arbeidsgiver å legge ned virksomheten eller en selvstendig del av denne, og nedleggelsen innebærer en masseoppsigelse, skal også muligheten for videre drift drøftes, herunder om mulighetene for de ansattes overtakelse av virksomheten. Dersom oppsigelser ikke kan unngås, skal de uheldige sidene ved dem søkes redusert. Drøftingene skal omfatte mulige sosiale tiltak med sikte på blant annet støtte til omplassering eller omskolering av de oppsagte. Arbeidstakernes tillitsvalgte kan la seg bistå av sakkyndige. Arbeidsgiver har plikt til å innlede drøftinger selv om de planlagte oppsigelsene skyldes andre enn arbeidsgiver og som har beslutningsmyndighet overfor denne, f.eks. en konsernledelse. (3) Arbeidsgiver har plikt til å gi tillitsvalgte alle relevante opplysninger, herunder skriftlig melding om: a. grunnene til eventuelle oppsigelser, b. antall arbeidstakere som vil kunne bli oppsagt, c. hvilke arbeidsgrupper de tilhører, d. antall arbeidstakere som normalt er ansatt, e. hvilke arbeidstakergrupper som normalt er sysselsatt, f. over hvilken periode oppsigelsene vil kunne bli foretatt, g. forslag til kriterier for utvelgelse av de som eventuelt skal sies opp, h. forslag til kriterier for beregning av eventuelle ekstraordinære sluttvederlag. Meldingen skal gis tidligst mulig og senest samtidig med at arbeidsgiver innkaller til drøftinger. Tilsvarende melding skal også gis til Arbeids- og velferdsetaten, jf. arbeidsmarkedsloven § 8.  (4) Arbeidstakernes tillitsvalgte kan kommentere meldingen direkte overfor Arbeids- og velferdsetaten. (5) Planlagte masseoppsigelser får tidligst virkning 30 dager etter at Arbeids- og velferdsetaten er underrettet. Arbeids- og velferdsetaten kan forlenge fristen i henhold til arbeidsmarkedsloven § 8 tredje ledd. Endret ved lover 16 juni 2006 nr. 20 (ikr. 1 juli 2006 iflg. res. 16 juni 2006 nr. 631), 6 juni 2008 nr. 38 (ikr. 1 juli 2008 iflg. res. 6 juni 2008 nr. 542). "
15-3,"(1) Hvis ikke annet er skriftlig avtalt eller fastsatt i tariffavtale, gjelder en gjensidig oppsigelsesfrist på én måned. Før oppsigelse har funnet sted, kan avtale om kortere oppsigelsesfrist bare inngås mellom arbeidsgiveren og tillitsvalgte ved virksomhet som er bundet av tariffavtale. Departementet kan gi forskrift om kortere oppsigelsesfrist for deltakere i arbeidsmarkedstiltak. (2) For arbeidstaker som har vært ansatt i minst fem år sammenhengende i samme virksomhet når oppsigelsen gis, gjelder en gjensidig oppsigelsesfrist på minst to måneder. Har arbeidstakeren vært ansatt i minst 10 år sammenhengende i samme virksomhet, er den gjensidige oppsigelsesfristen minst tre måneder. (3) Blir arbeidstaker sagt opp etter minst 10 års sammenhengende ansettelse i samme virksomhet, skal oppsigelsesfristen være minst fire måneder dersom den finner sted etter at arbeidstakeren er fylt 50 år, minst fem måneder etter fylte 55 år og minst seks måneder etter fylte 60 år. Arbeidstakeren kan si opp arbeidsavtalen med en oppsigelsesfrist på minst tre måneder. (4) Oppsigelsesfrister som er fastsatt i første til tredje ledd løper fra og med første dag i måneden etter at oppsigelsen fant sted. (5) Den sammenhengende ansettelse som kreves i andre og tredje ledd avbrytes ikke ved midlertidig fratreden i henhold til oppsigelse på grunn av lovlig arbeidskamp. Den tid arbeidstakeren er fraværende skal likevel ikke medregnes, med mindre noe annet avtales ved arbeidskampens avslutning. (6) Ved beregning av ansettelsestid etter denne paragraf skal medregnes den tid arbeidstakeren har vært ansatt i annen virksomhet innenfor konsern som arbeidsgiver tilhører eller innenfor annen gruppe av virksomheter som er knyttet sammen gjennom eierinteresser eller felles ledelse på en slik måte at det er naturlig å se ansettelsesforholdene i sammenheng. Har virksomheten eller del av den blitt overdratt eller leiet ut til ny arbeidsgiver, skal også medregnes den tid arbeidstakeren har vært ansatt hos den tidligere arbeidsgiver eller i virksomhet innenfor konsern eller gruppe av virksomheter som den tidligere arbeidsgiver tilhørte. (7) Ved arbeidsavtaler der arbeidstaker skriftlig er ansatt på en bestemt prøvetid, gjelder en gjensidig oppsigelsesfrist på 14 dager, med mindre noe annet er skriftlig avtalt eller fastsatt i tariffavtale. (8) Partene kan ikke ved tariffavtale eller annen avtale fravike oppsigelsesfristene i andre eller tredje ledd før oppsigelse har funnet sted, eller bestemme at oppsigelsesfristen ved oppsigelse fra arbeidstakerens side skal være lenger enn ved oppsigelse fra arbeidsgiverens side. (9) Arbeidstaker som er permittert uten lønn i forbindelse med driftsinnskrenkning eller driftsstans, kan gå til oppsigelse med en oppsigelsesfrist på 14 dager regnet fra den dag oppsigelsen blir mottatt av arbeidsgiver. Dette gjelder uansett hvilken oppsigelsesfrist som følger av loven eller avtale. (10) Dersom ulykker, naturhendelser eller andre uforutsette hendelser gjør det nødvendig helt eller delvis å innstille driften, og arbeidstaker derfor sies opp, kan oppsigelsesfristen overfor arbeidstakere ved det arbeid som må innstilles, settes ned til 14 dager regnet fra hendelsen. Er gjeldende oppsigelsesfrist kortere enn 14 dager, gjelder denne. Oppsigelsesfristen kan ikke settes ned etter dette ledd ved arbeidsgivers død eller konkurs, og heller ikke ved arbeidsstans som skyldes at arbeidsrom, maskiner, redskap, arbeidsmaterialer eller andre hjelpemidler som arbeidsgiver skal stille til rådighet, ikke kan brukes, med mindre arbeidstakeren selv er skyld i arbeidsstansen. Endret ved lov 15 juni 2007 nr. 21. "
15-4,"(1) Oppsigelse skal skje skriftlig. (2) Oppsigelse fra arbeidsgivers side skal leveres til arbeidstaker personlig eller sendes i rekommandert brev til arbeidstakers oppgitte adresse. Oppsigelsen skal anses for å ha funnet sted når den er kommet fram til arbeidstaker. Oppsigelsen skal inneholde opplysninger om a. arbeidstakers rett til å kreve forhandling og reise søksmål, b. retten til å fortsette i stillingen etter bestemmelsene i §§ 17-3, 17-4 og 15-11, c. de frister som gjelder for å kreve forhandling, reise søksmål og for å fortsette i stillingen, og d. hvem som er arbeidsgiver og rett saksøkt i en eventuell tvist. Er oppsigelsen begrunnet i virksomhetens forhold, skal den også inneholde opplysninger om fortrinnsrett etter § 14-2.  (3) Dersom arbeidstaker krever det, skal arbeidsgiver oppgi de omstendigheter som påberopes som grunn for oppsigelsen. Arbeidstaker kan kreve å få opplysningene skriftlig. Endret ved lov 15 des 2006 nr. 69 (ikr. 1 jan 2007 iflg. res. 15 des 2006 nr. 1406). Endres ved lov 17 mars 2023 nr. 3 (i kraft 1 jan 2024 iflg. res. 17 mars 2023 nr. 341). "
